L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,Charge,"λlum,nm",QY,"t, μs",solvent,"λabs,nm (most right)",eps,DOI,notes,примечания
C1(C2=CC=CC=C2)=NN=C(C3=[C-]C=CC=C3)O1,C1(C2=CC=CC=C2)=NN=C(C3=[C-]C=CC=C3)O1,C1(C=CC=C2)=C2N=C(C3=NC=CC=C3)N1C4=CC=C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)C=C4,,F[P-](F)(F)(F)(F)F,IRC-2,1,522,"0,00093","0,726",CH2Cl2,377,,10.1039/D1NJ00114K,,strange QY
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,C1(C2=CC=CC=N2)=NC(C3=CC=CC=C3)=NN1C4=CC=CC=C4,,F[P-](F)(F)(F)(F)F,1,1,535,"0,00093","0,108",CH3CN,420,100,10.1021/acs.inorgchem.0c03515,,
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,N1(C2=CC=CC=N2)N=C(C3=CC=CC=C3)N=C1C4=CC=CC=C4,,F[P-](F)(F)(F)(F)F,2,1,488,"0,0001","0,003",CH3CN,420,100,10.1021/acs.inorgchem.0c03515,,
CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(F)C=C4,CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(F)C=C4,C1(C=CC=C2)=C2N=C(C3=CC=CC=N3)[N-]1,,,1,0,596,"0,57","1,068",toluene,,,10.1016/j.synthmet.2020.116673,lifetime measured in film,lifetime measured in film
CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(F)C=C4,CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(F)C=C4,C1(C2=NC=CC=C2)=NN=N[N-]1,,,2,0,582,"0,55","1,281",toluene,,,10.1016/j.synthmet.2020.116673,lifetime measured in film,lifetime measured in film
CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(C(F)(F)F)C=C4,CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(C(F)(F)F)C=C4,C1(C=CC=C2)=C2N=C(C3=CC=CC=N3)[N-]1,,,3,0,608,"0,66","1,082",toluene,,,10.1016/j.synthmet.2020.116673,lifetime measured in film,lifetime measured in film
CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(C(F)(F)F)C=C4,CC(C=C1)=CC(C1=N2)=C(C3=CC=CC=C3)C=C2C4=[C-]C=C(C(F)(F)F)C=C4,C1(C2=NC=CC=C2)=NN=N[N-]1,,,4,0,583,"0,56","1,066",toluene,,,10.1016/j.synthmet.2020.116673,lifetime measured in film,lifetime measured in film
FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,C1(C2=NNC=C2)=CC=CC=N1,,F[P-](F)(F)(F)(F)F,Ir1,1,598,"0,28","0,65",CH2Cl2,,,10.1002/zaac.202000298,,
FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,C1(C2=NNC=C2)=CN=CC=N1,,F[P-](F)(F)(F)(F)F,Ir2,1,600,"0,4","0,48",CH2Cl2,,,10.1002/zaac.202000298,,
FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,C1(C2=NC=CN2)=CC=CC=N1,,F[P-](F)(F)(F)(F)F,Ir3,1,594,"0,35","0,48",CH2Cl2,,,10.1002/zaac.202000298,,
FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,FC(C(C=C1)=C[C-]=C1C2=C(C=CC=C3)C3=CC=N2)(F)F,C1(C2=NC=CN2)=CN=CC=N1,,F[P-](F)(F)(F)(F)F,Ir4,1,590,"0,46","0,5",CH2Cl2,,,10.1002/zaac.202000298,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(=O)/C=C(/C)[O-],,,Ir(ppy)2acac,0,520,"0,31","0,268",CH2Cl2,,,10.1002/slct.202004750,,
C1(C2=[C-]C=C(C3=CC4=C(N(C5=C(O4)C=CC=C5)C6=CC=CC=C6O7)C7=C3)C=C2)=CC=CC=N1,C1(C2=[C-]C=C(C3=CC4=C(N(C5=C(O4)C=CC=C5)C6=CC=CC=C6O7)C7=C3)C=C2)=CC=CC=N1,CC(=O)/C=C(/C)[O-],,,Ir(ppybop)2acac,0,568,"0,22","0,132",CH2Cl2,,,10.1002/slct.202004750,,
COC1=CC=NC(C2=[C-]C=CC=C2)=C1,COC1=CC=NC(C2=[C-]C=CC=C2)=C1,CN(C)C1=CC=NC(N2N=CC=C2)=C1,,F[P-](F)(F)(F)(F)F,R,1,472,"0,28","1,5",CH3CN,,,10.1016/j.dyepig.2020.108586,,
CC1=CC(C)=CC(C2=CC(C3=NC=CC(C)=C3)=[C-]C=C2)=C1,CC1=CC(C)=CC(C2=CC(C3=NC=CC(C)=C3)=[C-]C=C2)=C1,CC(=O)/C=C(/C)[O-],,,Ir(dmpmpy)2(acac),0,565,,,CH2Cl2,,,10.1016/j.dyepig.2020.109006,,
FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C=C2)(F)F,FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C=C2)(F)F,O=C([O-])c1ccccn1,,,1,0,547,"0,554","1,67",CH2Cl2,,,10.1016/j.ica.2020.120100,,
FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C=C2)(F)F,FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C=C2)(F)F,FC(C1=N[N-]C(C2=CC=CC=N2)=C1)(F)F,,,2,0,526,"0,604","2,03",CH2Cl2,,,10.1016/j.ica.2020.120100,,
FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C4=C2C5CCC4CC5)(F)F,FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C4=C2C5CCC4CC5)(F)F,O=C([O-])c1ccccn1,,,3,0,540,"0,685","1,62",CH2Cl2,,,10.1016/j.ica.2020.120100,,
FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C4=C2C5CCC4CC5)(F)F,FC(C(C=C1)=C[C-]=C1C2=NN=C(C3=CC=C(C(F)(F)F)C=C3)C4=C2C5CCC4CC5)(F)F,FC(C1=N[N-]C(C2=CC=CC=N2)=C1)(F)F,,,4,0,519,"0,798","1,98",CH2Cl2,,,10.1016/j.ica.2020.120100,,
C1(C2=NC=CC=C2)=[C-]C=CS1,C1(C2=NC=CC=C2)=[C-]C=CS1,NC(C([O-])=O)C,,,Ir1,0,557,"0,88","2,17",CH3CN,,,10.1016/j.dyepig.2020.109016,,
C1(C=CC=C2)=C2[C-]=C(C3=NC=CC=C3)S1,C1(C=CC=C2)=C2[C-]=C(C3=NC=CC=C3)S1,NC(C([O-])=O)C,,,Ir2,0,590,"0,29","2,1",CH3CN,,,10.1016/j.dyepig.2020.109016,,
CC(C=C1)=NC2=C1C3=CC=[C-]C(C4=NC=CC=C4)=C3O2,CC(C=C1)=NC2=C1C3=CC=[C-]C(C4=NC=CC=C4)=C3O2,O=C(/C=C([O-])/C(CC)CC)C(CC)CC,,,(MPBFP)2Ir(detd),0,537,,,CH2Cl2,,,10.1039/D0RA10584H,,
CC(C=C1)=NC2=C1C3=CC=[C-]C(C4=NC=CC=C4)=C3O2,CC(C=C1)=NC2=C1C3=CC=[C-]C(C4=NC=CC=C4)=C3O2,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,(MPBFP)2Ir(tmd),0,544,,,CH2Cl2,,,10.1039/D0RA10584H,,
CC(C=C1)=NC2=C1C3=CC=[C-]C(C4=NC=CC=C4)=C3O2,CC(C=C1)=NC2=C1C3=CC=[C-]C(C4=NC=CC=C4)=C3O2,CC(=O)/C=C(/C)[O-],,,(MPBFP)2Ir(acac),0,540,,,CH2Cl2,,,10.1039/D0RA10584H,,
FC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,FC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,CC(C(C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)=C1O4)(C)C5=C4C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5,,F[P-](F)(F)(F)(F)F,1,,611,"0,032","2,66",CH2Cl2,416,,10.1021/acs.organomet.7b00740,,
FC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,FC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,C12=CC=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C(C5=CC(C=CC=C6)=C6C=C5P(C7=CC=CC=C7)C8=CC=CC=C8)=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,2,,598,"0,244","3,19",CH2Cl2,411,,10.1021/acs.organomet.7b00740,,
FC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,FC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCCP(C3=CC=CC=C3)C4=CC=CC=C4,,F[P-](F)(F)(F)(F)F,3,,589,"0,055","2,01",CH2Cl2,398,,10.1021/acs.organomet.7b00740,,
CC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,CC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,CC(C(C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)=C1O4)(C)C5=C4C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5,,F[P-](F)(F)(F)(F)F,4,,619,"0,04","2,33",CH2Cl2,425,,10.1021/acs.organomet.7b00740,,
CC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,CC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,C12=CC=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C(C5=CC(C=CC=C6)=C6C=C5P(C7=CC=CC=C7)C8=CC=CC=C8)=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,5,,596,"0,064","2,73",CH2Cl2,411,,10.1021/acs.organomet.7b00740,,
CC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,CC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCCP(C3=CC=CC=C3)C4=CC=CC=C4,,F[P-](F)(F)(F)(F)F,6,,589,"0,062","2,05",CH2Cl2,403,,10.1021/acs.organomet.7b00740,,
FC(OC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3)(F)F,FC(OC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3)(F)F,CC(C(C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3)=C1O4)(C)C5=C4C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C5,,F[P-](F)(F)(F)(F)F,7,,610,"0,046","2,58",CH2Cl2,405,,10.1021/acs.organomet.7b00740,,
FC(OC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3)(F)F,FC(OC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3)(F)F,C12=CC=C(P(C3=CC=CC=C3)C4=CC=CC=C4)C(C5=CC(C=CC=C6)=C6C=C5P(C7=CC=CC=C7)C8=CC=CC=C8)=C1C=CC=C2,,F[P-](F)(F)(F)(F)F,8,,602,"0,128","2,83",CH2Cl2,410,,10.1021/acs.organomet.7b00740,,
FC(OC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3)(F)F,FC(OC(C=[C-]1)=CC=C1C2=NC=CC3=C2C=CC=C3)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCCP(C3=CC=CC=C3)C4=CC=CC=C4,,F[P-](F)(F)(F)(F)F,9,,593,"0,098","1,77",CH2Cl2,395,,10.1021/acs.organomet.7b00740,,
c1cccc2c1nc(c1[c-]ccc3ccccc31)n2c1ccccc1,c1cccc2c1nc(c1[c-]ccc3ccccc31)n2c1ccccc1,FC(F)(F)c1nc([n-]n1)c1ncccc1,,,Ir-1,0,588,"0,32","0,59",CH2Cl2,407,,10.1016/j.synthmet.2022.117195,,Irppy2acac 0.34
c1cccc2c1nc(c1[c-]c3ccccc3cc1)n2c1ccccc1,c1cccc2c1nc(c1[c-]c3ccccc3cc1)n2c1ccccc1,FC(F)(F)c1nc([n-]n1)c1ncccc1,,,Ir-2,0,534,"0,47","0,36",CH2Cl2,439,,10.1016/j.synthmet.2022.117195,,Irppy2acac 0.34
c1cnc(nc1)c1[c-]ccs1,c1cnc(nc1)c1[c-]ccs1,CC(=O)/C=C(/C)[O-],,,Ir1,0,558,"0,424","0,23",CH2Cl2,456,3400,10.1002/jccs.202200370,,fac-Irppy ref 0.4
c1cccc2sc([c-]c12)c1ncccn1,c1cccc2sc([c-]c12)c1ncccn1,CC(=O)/C=C(/C)[O-],,,Ir2,0,611,"0,201","0,33",CH2Cl2,483,2600,10.1002/jccs.202200370,,fac-Irppy ref 0.4
FC(F)(F)c1ccnc(c1)c1[c-]ccs1,FC(F)(F)c1ccnc(c1)c1[c-]ccs1,CC(=O)/C=C(/C)[O-],,,Ir3,0,598,"0,509","0,28",CH2Cl2,482,2800,10.1002/jccs.202200370,,fac-Irppy ref 0.4
FC(F)(F)c1cc(ncc1)c1[c-]c2ccccc2s1,FC(F)(F)c1cc(ncc1)c1[c-]c2ccccc2s1,CC(=O)/C=C(/C)[O-],,,Ir4,0,647,"0,164","0,32",CH2Cl2,517,3000,10.1002/jccs.202200370,,fac-Irppy ref 0.4
[c-]1cccc2ccc3cccnc3c12,[c-]1cccc2ccc3cccnc3c12,[O-]P(=Nc1nnc(-c2ccccc2)o1)(c1ccccc1)c1ccccc1,,,1,,539,"0,21","0,7",CH3CN,441,,10.1039/c7tc02420g,,
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,[O-]P(=Nc1nnc(-c2ccccc2)o1)(c1ccccc1)c1ccccc1,,,2,,592,"0,06","0,48",CH3CN,453,,10.1039/c7tc02420g,,
[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,[O-]P(=Nc1nnc(-c2ccccc2)o1)(c1ccccc1)c1ccccc1,,,3,,614,"0,06","0,98",CH3CN,462,,10.1039/c7tc02420g,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3ccccc3[nH]2)nc1,,F[P-](F)(F)(F)(F)F,Ir1,,555,"0,0225","0,3748",PBS,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3ccccc3[nH]2)nc1,,F[P-](F)(F)(F)(F)F,Ir1,,546,"0,0459","0,0455",CH3CN,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3cc4ccccc4cc3[nH]2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,,655,"0,0039","0,8517",PBS,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2nc3cc4ccccc4cc3[nH]2)nc1,,F[P-](F)(F)(F)(F)F,Ir2,,629,"0,0051","0,1736",CH3CN,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2nc(-c3nc4ccccc4[nH]3)ccc2c1,,F[P-](F)(F)(F)(F)F,Ir3,,697,"0,0398","0,9805",PBS,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2nc(-c3nc4ccccc4[nH]3)ccc2c1,,F[P-](F)(F)(F)(F)F,Ir3,,605,"0,0498","0,0729",CH3CN,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2cc3[nH]c(-c4ccc5ccccc5n4)nc3cc2c1,,F[P-](F)(F)(F)(F)F,Ir4,,719,"0,003","1,1146",PBS,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc2cc3[nH]c(-c4ccc5ccccc5n4)nc3cc2c1,,F[P-](F)(F)(F)(F)F,Ir4,,728,"0,0062","0,1235",CH3CN,,,10.1021/acsami.7b10258,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccnc1-c1nccn1C,,F[P-](F)(F)(F)(F)F,Ir1,,490,"0,022","0,1613",PBS,384,,10.1021/acsami.7b01735,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccnc1-c1nccn1C,,F[P-](F)(F)(F)(F)F,Ir1,,490,"0,03","0,02713",CH3CN,386,,10.1021/acsami.7b01735,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cn1ccnc1-c1nccn1C,,F[P-](F)(F)(F)(F)F,Ir1,,486,"0,0061","0,01454",CH2Cl2,388,,10.1021/acsami.7b01735,,
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Cn1ccnc1-c1nccn1C,,F[P-](F)(F)(F)(F)F,Ir2,,543,"0,026","0,8978",PBS,423,,10.1021/acsami.7b01735,,
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Cn1ccnc1-c1nccn1C,,F[P-](F)(F)(F)(F)F,Ir2,,544,"0,013","0,0692",CH3CN,428,,10.1021/acsami.7b01735,,
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,Cn1ccnc1-c1nccn1C,,F[P-](F)(F)(F)(F)F,Ir2,,544,"0,017","191,8",CH2Cl2,428,,10.1021/acsami.7b01735,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1nc(O)c2nc3c4cccnc4c4ncccc4c3nc2n1,,F[P-](F)(F)(F)(F)F,PSIR-3,,598,"0,011","0,32",CH3CN,392,,10.3390/pharmaceutics13050603,,
[c-]1ccccc1-c1nc2ccccc2nc1-c1ccccc1,[c-]1ccccc1-c1nc2ccccc2nc1-c1ccccc1,CCN(CC)c1ccc2c(-c3ccnc(-c4cc(C(=O)NCCCCNC(=O)Cc5c(C)n(C(=O)c6ccc(Cl)cc6)c6ccc(OC)cc56)ccn4)c3)c3ccc(=[N+](CC)CC)cc-3oc2c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,IM-rho-Ir,,635,"0,007",,CH3CN,580,67500,10.1016/j.bioorg.2021.105142,,
[c-]1ccccc1-c1nc2ccccc2nc1-c1ccccc1,[c-]1ccccc1-c1nc2ccccc2nc1-c1ccccc1,CCN(CC)c1ccc2c(-c3ccnc(-c4cc(C)ccn4)c3)c3ccc(=[N+](CC)CC)cc-3oc2c1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir-rho-G2,,633,"0,006",,CH3CN,576,68000,10.1016/j.bioorg.2021.105142,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(C)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-1,1,624,"0,399","0,05708",toluene,606,11380,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(C)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-1,1,624,"0,047","0,00221",CH2Cl2,602,11760,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(C)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-1,1,615,"0,069","0,00055",CH3OH,594,11890,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(C)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-1,1,616,"0,117","0,00054",CH3CN,593,11330,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(/C=C/c5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-2,1,691,"0,132","0,00386",toluene,664,8960,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(/C=C/c5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-2,1,678,"0,06","0,00203",CH2Cl2,653,9820,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(/C=C/c5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-2,1,673,"0,104","0,00304",CH3OH,647,9790,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,COc1ccc(/C=C/C2=[N+]3C(=C(c4ccccc4)c4c(C)c(C#Cc5ccc(-c6ccccn6)nc5)c(/C=C/c5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,,F[P-](F)(F)(F)(F)F,Ir-2,1,674,"0,138","0,00364",CH3CN,646,8960,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(C)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-3,1,683,"0,326","0,00333",toluene,644,9890,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(C)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-3,1,716,"0,013","0,00073",CH2Cl2,645,9490,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(C)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-3,1,718,"0,04","0,00035",CH3OH,633,8820,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(C)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-3,1,736,"0,01","0,00045",CH3CN,632,8950,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-4,1,794,"0,01","0,0021",toluene,729,7890,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-4,1,777,"0,002","0,00089",CH2Cl2,720,8470,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-4,1,787,"0,0023","0,00071",CH3OH,710,8430,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc(-c4ccccn4)nc3)c(/C=C/c3ccc(N(C)C)cc3)n1[B-]2(F)F,,F[P-](F)(F)(F)(F)F,Ir-4,1,800,"0,0018","0,00076",CH3CN,714,7880,10.1039/C4TB00284A,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C(C=O)=C1[O-])=NN1C2=C(Cl)C=CC=C2,,,Ir(ppy)2L1,0,511,"0,89","0,117",CH3CN,,,10.1021/acs.inorgchem.7b02872,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C(C=O)=C1[O-])=NN1C2=CC=C(C)C=C2,,,Ir(ppy)2L2,0,512,"0,42","0,198",CH3CN,,,10.1021/acs.inorgchem.7b02872,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C(C=O)=C1[O-])=NN1C2=CC=CC=C2,,,Ir(ppy)2L3,0,512,"0,41","0,272",CH3CN,,,10.1021/acs.inorgchem.7b02872,,
Fc1c[c-]c(-c2ccccn2)cc1C(F)(F)F,Fc1c[c-]c(-c2ccccn2)cc1C(F)(F)F,CC(=O)/C=C(/C)[O-],,,Ir2,,480,"0,81","1,27",CH2Cl2,,,10.1039/C7TC02496G,,
Fc1c[c-]c(-c2ccccn2)cc1C(F)(F)F,Fc1c[c-]c(-c2ccccn2)cc1C(F)(F)F,FC(F)(c1nc(c2ncccc2)[n-]n1)F,,,Ir3,,458,"0,98","2,51",CH2Cl2,,,10.1039/C7TC02496G,,
